country_code,region,simulation_index,ratio
CYP,High-income,88,2.194481620812595
CYP,High-income,89,2.9584538823090893
CYP,High-income,90,3.959515898122048
CYP,High-income,91,1.1474936549474632
CYP,High-income,92,3.6373752822408063
CYP,High-income,93,2.8395906880179154
CYP,High-income,94,1.5247721592086858
CYP,High-income,95,1.539703857419575
CYP,High-income,96,3.6180245614648765
CYP,High-income,97,2.457638487430623
CYP,High-income,98,2.805886528110654
CYP,High-income,99,5.015859859243446
CYP,High-income,100,1.4343665856661192
CZE,"Central Europe, Eastern Europe, and Central Asia",1,3.838031299776781
CZE,"Central Europe, Eastern Europe, and Central Asia",2,4.043935921677135
CZE,"Central Europe, Eastern Europe, and Central Asia",3,2.311627234320395
CZE,"Central Europe, Eastern Europe, and Central Asia",4,5.740567366351471
CZE,"Central Europe, Eastern Europe, and Central Asia",5,3.7148230335637225
CZE,"Central Europe, Eastern Europe, and Central Asia",6,5.006189890297523
CZE,"Central Europe, Eastern Europe, and Central Asia",7,6.305823302711108
CZE,"Central Europe, Eastern Europe, and Central Asia",8,3.0949924856067836
CZE,"Central Europe, Eastern Europe, and Central Asia",9,5.311020862045865
CZE,"Central Europe, Eastern Europe, and Central Asia",10,12.84219141625288
CZE,"Central Europe, Eastern Europe, and Central Asia",11,2.750588728933086
CZE,"Central Europe, Eastern Europe, and Central Asia",12,9.681299995661396
CZE,"Central Europe, Eastern Europe, and Central Asia",13,3.666137053390975
CZE,"Central Europe, Eastern Europe, and Central Asia",14,2.740152735319119
CZE,"Central Europe, Eastern Europe, and Central Asia",15,4.061751203786191
CZE,"Central Europe, Eastern Europe, and Central Asia",16,5.128120012021863
CZE,"Central Europe, Eastern Europe, and Central Asia",17,4.048383911055273
CZE,"Central Europe, Eastern Europe, and Central Asia",18,2.965646341310993
CZE,"Central Europe, Eastern Europe, and Central Asia",19,10.415230469151641
CZE,"Central Europe, Eastern Europe, and Central Asia",20,2.795856099503579
CZE,"Central Europe, Eastern Europe, and Central Asia",21,2.760896076775046
CZE,"Central Europe, Eastern Europe, and Central Asia",22,3.0784936372298715
CZE,"Central Europe, Eastern Europe, and Central Asia",23,2.682633999743422
CZE,"Central Europe, Eastern Europe, and Central Asia",24,1.7894138700621036
CZE,"Central Europe, Eastern Europe, and Central Asia",25,2.773159031477249
CZE,"Central Europe, Eastern Europe, and Central Asia",26,10.112501481571181
CZE,"Central Europe, Eastern Europe, and Central Asia",27,5.3785057398635425
CZE,"Central Europe, Eastern Europe, and Central Asia",28,3.9826098583899956
CZE,"Central Europe, Eastern Europe, and Central Asia",29,2.5930914045251425
CZE,"Central Europe, Eastern Europe, and Central Asia",30,2.0819347554486813
CZE,"Central Europe, Eastern Europe, and Central Asia",31,11.473550260480444
CZE,"Central Europe, Eastern Europe, and Central Asia",32,4.349255103264304
CZE,"Central Europe, Eastern Europe, and Central Asia",33,4.718274951066516
CZE,"Central Europe, Eastern Europe, and Central Asia",34,4.62783389208429
CZE,"Central Europe, Eastern Europe, and Central Asia",35,8.251691510564283
CZE,"Central Europe, Eastern Europe, and Central Asia",36,6.698413445785137
CZE,"Central Europe, Eastern Europe, and Central Asia",37,2.431631275149078
CZE,"Central Europe, Eastern Europe, and Central Asia",38,3.621239702548818
CZE,"Central Europe, Eastern Europe, and Central Asia",39,3.236774462338623
CZE,"Central Europe, Eastern Europe, and Central Asia",40,2.3212641224374817
CZE,"Central Europe, Eastern Europe, and Central Asia",41,4.23818528101457
CZE,"Central Europe, Eastern Europe, and Central Asia",42,6.6688766568401325
CZE,"Central Europe, Eastern Europe, and Central Asia",43,9.190213946637783
CZE,"Central Europe, Eastern Europe, and Central Asia",44,7.241580777115027
CZE,"Central Europe, Eastern Europe, and Central Asia",45,7.370353045951656
CZE,"Central Europe, Eastern Europe, and Central Asia",46,4.504454683873025
CZE,"Central Europe, Eastern Europe, and Central Asia",47,6.171421616377341
CZE,"Central Europe, Eastern Europe, and Central Asia",48,6.555255833464079
CZE,"Central Europe, Eastern Europe, and Central Asia",49,4.030582943459831
CZE,"Central Europe, Eastern Europe, and Central Asia",50,3.23602810277153
CZE,"Central Europe, Eastern Europe, and Central Asia",51,6.096148157814596
CZE,"Central Europe, Eastern Europe, and Central Asia",52,3.8526614870916305
CZE,"Central Europe, Eastern Europe, and Central Asia",53,7.37071142998633
CZE,"Central Europe, Eastern Europe, and Central Asia",54,2.2814753329130113
CZE,"Central Europe, Eastern Europe, and Central Asia",55,2.03447536934934
CZE,"Central Europe, Eastern Europe, and Central Asia",56,6.156472026182195
CZE,"Central Europe, Eastern Europe, and Central Asia",57,7.419838089314372
CZE,"Central Europe, Eastern Europe, and Central Asia",58,2.2595707036472468
CZE,"Central Europe, Eastern Europe, and Central Asia",59,3.463754347469119
CZE,"Central Europe, Eastern Europe, and Central Asia",60,2.1160618458093543
CZE,"Central Europe, Eastern Europe, and Central Asia",61,2.1113174345602883
CZE,"Central Europe, Eastern Europe, and Central Asia",62,7.973381752922658
CZE,"Central Europe, Eastern Europe, and Central Asia",63,2.802079691298995
CZE,"Central Europe, Eastern Europe, and Central Asia",64,2.558030310596437
CZE,"Central Europe, Eastern Europe, and Central Asia",65,3.0050502078850507
CZE,"Central Europe, Eastern Europe, and Central Asia",66,4.038728961678764
CZE,"Central Europe, Eastern Europe, and Central Asia",67,2.7480234501739274
CZE,"Central Europe, Eastern Europe, and Central Asia",68,3.9417098701290274
CZE,"Central Europe, Eastern Europe, and Central Asia",69,5.677364634108084
CZE,"Central Europe, Eastern Europe, and Central Asia",70,3.285003537439885
CZE,"Central Europe, Eastern Europe, and Central Asia",71,4.73121252195373
CZE,"Central Europe, Eastern Europe, and Central Asia",72,3.011955976921792
CZE,"Central Europe, Eastern Europe, and Central Asia",73,6.305575045130793
