country,age_grp,meas,iso3c,value,itz
Timor-Leste,65-75,L95,TLS,7.599999999999999e-5,Eastern and Southern Asia
Togo,65-75,L95,TGO,7.3e-5,Africa
Tonga,65-75,L95,TON,0,Oceania-Melanesia-Polynesia
Trinidad_and_Tobago,65-75,L95,TTO,2.4e-5,Southern America
Tunisia,65-75,L95,TUN,8e-5,Europe
Turkey,65-75,L95,TUR,2e-5,Asia-Europe
Turkmenistan,65-75,L95,TKM,1.5e-5,Asia-Europe
Uganda,65-75,L95,UGA,7.900000000000001e-5,Africa
Ukraine,65-75,L95,UKR,1e-5,Europe
United_Arab_Emirates,65-75,L95,ARE,7.2e-5,Asia-Europe
United_Kingdom,65-75,L95,GBR,9e-6,Europe
Tanzania,65-75,L95,TZA,7.3e-5,Africa
United_States_of_America,65-75,L95,USA,6.599999999999999e-5,Northern America
Uruguay,65-75,L95,URY,5e-5,Southern America
Uzbekistan,65-75,L95,UZB,2.2000000000000003e-5,Asia-Europe
Vanuatu,65-75,L95,VUT,1.27e-4,Oceania-Melanesia-Polynesia
Venezuela,65-75,L95,VEN,1.6e-5,Southern America
Vietnam,65-75,L95,VNM,1.6e-5,Eastern and Southern Asia
Yemen,65-75,L95,YEM,7.7e-5,Asia-Europe
Zambia,65-75,L95,ZMB,7.2e-5,Africa
Zimbabwe,65-75,L95,ZWE,6.900000000000001e-5,Africa
Afghanistan,65-75,U95,AFG,0.001365,Asia-Europe
Albania,65-75,U95,ALB,3.22e-4,Europe
Algeria,65-75,U95,DZA,3.5200000000000005e-4,Europe
Angola,65-75,U95,AGO,0.00137,Africa
Antigua_and_Barbuda,65-75,U95,ATG,2.65e-4,NA
Argentina,65-75,U95,ARG,5.97e-4,Southern America
Armenia,65-75,U95,ARM,3.2700000000000003e-4,Asia-Europe
Australia,65-75,U95,AUS,7.099999999999999e-5,Oceania-Melanesia-Polynesia
Austria,65-75,U95,AUT,1.9800000000000002e-4,Europe
Azerbaijan,65-75,U95,AZE,3.37e-4,Asia-Europe
Bahamas,65-75,U95,BHS,3.46e-4,Northern America
Bahrain,65-75,U95,BHR,3.5200000000000005e-4,Asia-Europe
Bangladesh,65-75,U95,BGD,3.57e-4,Eastern and Southern Asia
Barbados,65-75,U95,BRB,4.7799999999999996e-4,Southern America
Belarus,65-75,U95,BLR,9.1e-5,Europe
Belgium,65-75,U95,BEL,3.19e-4,Europe
Belize,65-75,U95,BLZ,4.5299999999999995e-4,Northern America
Benin,65-75,U95,BEN,0.00137,Africa
Bhutan,65-75,U95,BTN,0.001377,Eastern and Southern Asia
Bolivia,65-75,U95,BOL,0.001377,Southern America
Bosnia_and_Herzegovina,65-75,U95,BIH,3.25e-4,Europe
Botswana,65-75,U95,BWA,0.001379,Africa
Brazil,65-75,U95,BRA,3.5600000000000003e-4,Southern America
Brunei_Darussalam,65-75,U95,BRN,3.9700000000000005e-4,Eastern and Southern Asia
Bulgaria,65-75,U95,BGR,4.56e-4,Europe
Burkina_Faso,65-75,U95,BFA,0.001368,Africa
Burundi,65-75,U95,BDI,0.001409,Africa
Cambodia,65-75,U95,KHM,0.001406,Eastern and Southern Asia
Cameroon,65-75,U95,CMR,0.001389,Africa
Canada,65-75,U95,CAN,1.05e-4,Northern America
Cape_Verde,65-75,U95,CPV,0.00138,Africa
Central_African_Republic,65-75,U95,CAF,0.001374,Africa
Chad,65-75,U95,TCD,0.0013959999999999999,Africa
Chile,65-75,U95,CHL,4.3700000000000005e-4,Southern America
Hong_Kong,65-75,U95,HKG,1.45e-4,Eastern and Southern Asia
China,65-75,U95,CHN,3.37e-4,Eastern and Southern Asia
Colombia,65-75,U95,COL,3.37e-4,Southern America
Comoros,65-75,U95,COM,0.001372,Africa
Congo,65-75,U95,COG,0.0013909999999999999,Africa
Costa_Rica,65-75,U95,CRI,4e-4,Southern America
Côte_d'Ivoire,65-75,U95,CIV,0.001404,Africa
Croatia,65-75,U95,HRV,2.61e-4,Europe
Cuba,65-75,U95,CUB,2.67e-4,Northern America
Cyprus,65-75,U95,CYP,3.17e-4,Asia-Europe
Czech_Republic,65-75,U95,CZE,7.3e-5,Europe
Democratic_People's_Republic_of_Korea,65-75,U95,PRK,3.6e-4,Eastern and Southern Asia
Democratic_Republic_of_the_Congo,65-75,U95,COD,0.001355,Africa
Denmark,65-75,U95,DNK,7.599999999999999e-5,Europe
Djibouti,65-75,U95,DJI,0.001378,Asia-Europe
Dominican_Republic,65-75,U95,DOM,3.61e-4,Southern America
Ecuador,65-75,U95,ECU,4.85e-4,Northern America
Egypt,65-75,U95,EGY,0.001353,Asia-Europe
El_Salvador,65-75,U95,SLV,0.001378,Southern America
Equatorial_Guinea,65-75,U95,GNQ,0.001371,Africa
Eritrea,65-75,U95,ERI,0.0014190000000000001,Asia-Europe
Estonia,65-75,U95,EST,4.27e-4,Europe
Ethiopia,65-75,U95,ETH,0.001399,Africa
Fiji,65-75,U95,FJI,3.6799999999999995e-4,Oceania-Melanesia-Polynesia
Finland,65-75,U95,FIN,6.2e-5,Europe
France,65-75,U95,FRA,2.61e-4,Europe
Gabon,65-75,U95,GAB,0.0013809999999999998,Africa
Gambia,65-75,U95,GMB,0.0013880000000000001,Africa
Georgia,65-75,U95,GEO,3.2700000000000003e-4,Asia-Europe
Germany,65-75,U95,DEU,5.6e-5,Europe
Ghana,65-75,U95,GHA,0.001368,Africa
Greece,65-75,U95,GRC,2.94e-4,Europe
Grenada,65-75,U95,GRD,4.84e-4,NA
Guatemala,65-75,U95,GTM,4.68e-4,Northern America
Guinea,65-75,U95,GIN,0.001406,Africa
Guinea-Bissau,65-75,U95,GNB,0.001411,Africa
Guyana,65-75,U95,GUY,4.39e-4,Southern America
Haiti,65-75,U95,HTI,0.001351,Southern America
Honduras,65-75,U95,HND,3.2799999999999995e-4,Northern America
Hungary,65-75,U95,HUN,2.05e-4,Europe
Iceland,65-75,U95,ISL,1.1800000000000001e-4,Europe
India,65-75,U95,IND,6.15e-4,Eastern and Southern Asia
Indonesia,65-75,U95,IDN,3.55e-4,Eastern and Southern Asia
Iran_(Islamic_Republic_of),65-75,U95,IRN,2.6e-4,Asia-Europe
Iraq,65-75,U95,IRQ,3.6e-4,Asia-Europe
Ireland,65-75,U95,IRL,2.8199999999999997e-4,Europe
Israel,65-75,U95,ISR,5e-5,Asia-Europe
Italy,65-75,U95,ITA,1.7800000000000002e-4,Europe
Jamaica,65-75,U95,JAM,2.31e-4,Southern America
Japan,65-75,U95,JPN,4.2999999999999995e-5,Eastern and Southern Asia
Jordan,65-75,U95,JOR,3.5299999999999996e-4,Asia-Europe
Kazakhstan,65-75,U95,KAZ,3.5e-4,Asia-Europe
Kenya,65-75,U95,KEN,0.001384,Africa
Kiribati,65-75,U95,KIR,0.0013859999999999999,NA
Kuwait,65-75,U95,KWT,5.7e-4,Asia-Europe
Kyrgyzstan,65-75,U95,KGZ,1.91e-4,Asia-Europe
Lao_People's_Democratic_Republic,65-75,U95,LAO,0.0013469999999999999,Eastern and Southern Asia
Latvia,65-75,U95,LVA,4.3700000000000005e-4,Europe
Lebanon,65-75,U95,LBN,3.26e-4,Asia-Europe
Lesotho,65-75,U95,LSO,0.001404,Africa
Liberia,65-75,U95,LBR,0.001346,Africa
Libya,65-75,U95,LBY,0.0013930000000000001,Europe
Lithuania,65-75,U95,LTU,3.99e-4,Europe
Luxembourg,65-75,U95,LUX,3.57e-4,Europe
Madagascar,65-75,U95,MDG,0.001389,Africa
Malawi,65-75,U95,MWI,0.001389,Africa
Malaysia,65-75,U95,MYS,0.00136,Eastern and Southern Asia
Maldives,65-75,U95,MDV,3.9700000000000005e-4,Eastern and Southern Asia
Mali,65-75,U95,MLI,0.001405,Africa
Malta,65-75,U95,MLT,3.64e-4,Europe
Mauritania,65-75,U95,MRT,0.0013859999999999999,Africa
Mauritius,65-75,U95,MUS,2.5100000000000003e-4,Africa
Mexico,65-75,U95,MEX,2.81e-4,Northern America
Micronesia_(Federated_States_of),65-75,U95,FSM,0.001291,NA
Mongolia,65-75,U95,MNG,3.4700000000000003e-4,Eastern and Southern Asia
Montenegro,65-75,U95,MNE,2.0899999999999998e-4,Europe
Morocco,65-75,U95,MAR,0.0013809999999999998,Europe
Mozambique,65-75,U95,MOZ,0.0013369999999999999,Africa
Myanmar,65-75,U95,MMR,0.0013869999999999998,Eastern and Southern Asia
Namibia,65-75,U95,NAM,0.001379,Africa
Nepal,65-75,U95,NPL,0.0013490000000000002,Eastern and Southern Asia
Netherlands,65-75,U95,NLD,1.77e-4,Europe
New_Zealand,65-75,U95,NZL,7.400000000000001e-5,Oceania-Melanesia-Polynesia
Nicaragua,65-75,U95,NIC,3.61e-4,Northern America
Niger,65-75,U95,NER,0.001394,Africa
Nigeria,65-75,U95,NGA,0.0014219999999999999,Africa
Norway,65-75,U95,NOR,1.4199999999999998e-4,Europe
Oman,65-75,U95,OMN,0.001345,Asia-Europe
Pakistan,65-75,U95,PAK,3.5600000000000003e-4,Asia-Europe
Panama,65-75,U95,PAN,3.1800000000000003e-4,Southern America
Papua_New_Guinea,65-75,U95,PNG,0.001358,Eastern and Southern Asia
Paraguay,65-75,U95,PRY,3.9799999999999997e-4,Southern America
Peru,65-75,U95,PER,0.0014030000000000002,Northern America
Philippines,65-75,U95,PHL,9.609999999999999e-4,Eastern and Southern Asia
Poland,65-75,U95,POL,2.99e-4,Europe
Portugal,65-75,U95,PRT,1.67e-4,Europe
Qatar,65-75,U95,QAT,3.41e-4,Asia-Europe
Republic_of_Korea,65-75,U95,KOR,5.7e-5,Eastern and Southern Asia
Moldova,65-75,U95,MDA,2.7100000000000003e-4,Europe
Romania,65-75,U95,ROU,8.900000000000001e-5,Europe
Russia,65-75,U95,RUS,3.31e-4,Eastern and Southern Asia
Rwanda,65-75,U95,RWA,0.001363,Asia-Europe
Saint_Lucia,65-75,U95,LCA,4.3e-4,Southern America
Saint_Vincent_and_the_Grenadines,65-75,U95,VCT,4.39e-4,Southern America
Samoa,65-75,U95,WSM,0.001304,Oceania-Melanesia-Polynesia
Sao_Tome_and_Principe,65-75,U95,STP,0.0013269999999999998,Africa
Saudi_Arabia,65-75,U95,SAU,0.00134,Asia-Europe
Senegal,65-75,U95,SEN,0.001357,Africa
Serbia,65-75,U95,SRB,1.14e-4,Europe
Seychelles,65-75,U95,SYC,8.49e-4,NA
Sierra_Leone,65-75,U95,SLE,0.001377,Africa
Singapore,65-75,U95,SGP,4.76e-4,Eastern and Southern Asia
Slovakia,65-75,U95,SVK,3.51e-4,Europe
Slovenia,65-75,U95,SVN,2.05e-4,Europe
Solomon_Islands,65-75,U95,SLB,0.001355,Oceania-Melanesia-Polynesia
Somalia,65-75,U95,SOM,0.0014,Africa
South_Africa,65-75,U95,ZAF,4.5299999999999995e-4,Africa
South_Sudan,65-75,U95,SSD,0.001361,Africa
Spain,65-75,U95,ESP,9.900000000000001e-5,Europe
Sri_Lanka,65-75,U95,LKA,3.61e-4,Eastern and Southern Asia
Sudan,65-75,U95,SDN,0.0013919999999999998,Africa
Suriname,65-75,U95,SUR,3.0199999999999997e-4,Southern America
Swaziland,65-75,U95,SWZ,0.001389,Africa
Sweden,65-75,U95,SWE,4.01e-4,Europe
Switzerland,65-75,U95,CHE,6e-5,Europe
Syria,65-75,U95,SYR,3.59e-4,Asia-Europe
Taiwan,65-75,U95,TWN,5.6e-5,Eastern and Southern Asia
Tajikistan,65-75,U95,TJK,0.001369,Asia-Europe
Thailand,65-75,U95,THA,6.05e-4,Eastern and Southern Asia
Macedonia,65-75,U95,MKD,2.03e-4,Europe
Timor-Leste,65-75,U95,TLS,0.001375,Eastern and Southern Asia
Togo,65-75,U95,TGO,0.0013859999999999999,Africa
Tonga,65-75,U95,TON,0.0014230000000000002,Oceania-Melanesia-Polynesia
Trinidad_and_Tobago,65-75,U95,TTO,4.4100000000000004e-4,Southern America
Tunisia,65-75,U95,TUN,0.0013969999999999998,Europe
Turkey,65-75,U95,TUR,4.36e-4,Asia-Europe
Turkmenistan,65-75,U95,TKM,3.6899999999999997e-4,Asia-Europe
Uganda,65-75,U95,UGA,0.001367,Africa
Ukraine,65-75,U95,UKR,2.05e-4,Europe
United_Arab_Emirates,65-75,U95,ARE,0.00137,Asia-Europe
United_Kingdom,65-75,U95,GBR,4.88e-4,Europe
Tanzania,65-75,U95,TZA,0.001379,Africa
United_States_of_America,65-75,U95,USA,1.06e-4,Northern America
Uruguay,65-75,U95,URY,0.001426,Southern America
Uzbekistan,65-75,U95,UZB,4.8100000000000004e-4,Asia-Europe
Vanuatu,65-75,U95,VUT,0.001277,Oceania-Melanesia-Polynesia
Venezuela,65-75,U95,VEN,3.14e-4,Southern America
Vietnam,65-75,U95,VNM,3.58e-4,Eastern and Southern Asia
Yemen,65-75,U95,YEM,0.0013080000000000001,Asia-Europe
Zambia,65-75,U95,ZMB,0.001373,Africa
Zimbabwe,65-75,U95,ZWE,0.001399,Africa
Afghanistan,75+,median,AFG,6.42e-4,Asia-Europe
Albania,75+,median,ALB,2.49e-4,Europe
Algeria,75+,median,DZA,6.4e-4,Europe
Angola,75+,median,AGO,0.001138,Africa
Antigua_and_Barbuda,75+,median,ATG,7.120000000000001e-4,NA
Argentina,75+,median,ARG,0.002235,Southern America
Armenia,75+,median,ARM,2.5e-4,Asia-Europe
Australia,75+,median,AUS,2.01e-4,Oceania-Melanesia-Polynesia
Austria,75+,median,AUT,6.360000000000001e-4,Europe
Azerbaijan,75+,median,AZE,2.5100000000000003e-4,Asia-Europe
Bahamas,75+,median,BHS,6.720000000000001e-4,Northern America
Bahrain,75+,median,BHR,6.690000000000001e-4,Asia-Europe
Bangladesh,75+,median,BGD,2.49e-4,Eastern and Southern Asia
Barbados,75+,median,BRB,0.001275,Southern America
Belarus,75+,median,BLR,1.5e-5,Europe
Belgium,75+,median,BEL,8.2e-4,Europe
Belize,75+,median,BLZ,0.001278,Northern America
Benin,75+,median,BEN,0.001126,Africa
Bhutan,75+,median,BTN,6.19e-4,Eastern and Southern Asia
Bolivia,75+,median,BOL,0.001093,Southern America
Bosnia_and_Herzegovina,75+,median,BIH,2.55e-4,Europe
Botswana,75+,median,BWA,0.001115,Africa
Brazil,75+,median,BRA,8.02e-4,Southern America
Brunei_Darussalam,75+,median,BRN,6.55e-4,Eastern and Southern Asia
Bulgaria,75+,median,BGR,2.69e-4,Europe
Burkina_Faso,75+,median,BFA,0.001133,Africa
Burundi,75+,median,BDI,0.001118,Africa
Cambodia,75+,median,KHM,0.001117,Eastern and Southern Asia
Cameroon,75+,median,CMR,0.001129,Africa
Canada,75+,median,CAN,4.45e-4,Northern America
Cape_Verde,75+,median,CPV,0.001079,Africa
Central_African_Republic,75+,median,CAF,0.001129,Africa
Chad,75+,median,TCD,0.001121,Africa
Chile,75+,median,CHL,0.001871,Southern America
Hong_Kong,75+,median,HKG,8.45e-4,Eastern and Southern Asia
China,75+,median,CHN,0.00114,Eastern and Southern Asia
Colombia,75+,median,COL,5.1e-4,Southern America
Comoros,75+,median,COM,0.00119,Africa
Congo,75+,median,COG,0.001112,Africa
Costa_Rica,75+,median,CRI,3.9299999999999996e-4,Southern America
Côte_d'Ivoire,75+,median,CIV,0.001118,Africa
Croatia,75+,median,HRV,1.91e-4,Europe
Cuba,75+,median,CUB,6.43e-4,Northern America
Cyprus,75+,median,CYP,2.52e-4,Asia-Europe
Czech_Republic,75+,median,CZE,2.01e-4,Europe
Democratic_People's_Republic_of_Korea,75+,median,PRK,6.479999999999999e-4,Eastern and Southern Asia
Democratic_Republic_of_the_Congo,75+,median,COD,0.001139,Africa
Denmark,75+,median,DNK,5.08e-4,Europe
Djibouti,75+,median,DJI,0.001085,Asia-Europe
Dominican_Republic,75+,median,DOM,6.479999999999999e-4,Southern America
Ecuador,75+,median,ECU,7.21e-4,Northern America
Egypt,75+,median,EGY,6.51e-4,Asia-Europe
El_Salvador,75+,median,SLV,0.001127,Southern America
Equatorial_Guinea,75+,median,GNQ,0.001079,Africa
Eritrea,75+,median,ERI,0.001112,Asia-Europe
Estonia,75+,median,EST,1.6399999999999997e-4,Europe
Ethiopia,75+,median,ETH,0.001127,Africa
Fiji,75+,median,FJI,6.46e-4,Oceania-Melanesia-Polynesia
Finland,75+,median,FIN,9e-5,Europe
France,75+,median,FRA,4.93e-4,Europe
Gabon,75+,median,GAB,0.001096,Africa
Gambia,75+,median,GMB,0.0010840000000000001,Africa
Georgia,75+,median,GEO,2.49e-4,Asia-Europe
Germany,75+,median,DEU,2.0800000000000001e-4,Europe
Ghana,75+,median,GHA,0.0011040000000000002,Africa
Greece,75+,median,GRC,3.64e-4,Europe
Grenada,75+,median,GRD,0.0014230000000000002,NA
Guatemala,75+,median,GTM,0.001122,Northern America
Guinea,75+,median,GIN,0.001122,Africa
Guinea-Bissau,75+,median,GNB,0.001103,Africa
Guyana,75+,median,GUY,9.91e-4,Southern America
Haiti,75+,median,HTI,0.001106,Southern America
Honduras,75+,median,HND,2.49e-4,Northern America
Hungary,75+,median,HUN,1.54e-4,Europe
Iceland,75+,median,ISL,5.05e-4,Europe
India,75+,median,IND,8.709999999999999e-4,Eastern and Southern Asia
Indonesia,75+,median,IDN,6.39e-4,Eastern and Southern Asia
Iran_(Islamic_Republic_of),75+,median,IRN,5.870000000000001e-4,Asia-Europe
Iraq,75+,median,IRQ,2.55e-4,Asia-Europe
Ireland,75+,median,IRL,6.82e-4,Europe
Israel,75+,median,ISR,2.91e-4,Asia-Europe
Italy,75+,median,ITA,2.9600000000000004e-4,Europe
Jamaica,75+,median,JAM,5.229999999999999e-4,Southern America
Japan,75+,median,JPN,2.75e-4,Eastern and Southern Asia
Jordan,75+,median,JOR,6.46e-4,Asia-Europe
Kazakhstan,75+,median,KAZ,2.74e-4,Asia-Europe
Kenya,75+,median,KEN,0.0011229999999999999,Africa
Kiribati,75+,median,KIR,7.82e-4,NA
Kuwait,75+,median,KWT,0.001409,Asia-Europe
Kyrgyzstan,75+,median,KGZ,9.6e-5,Asia-Europe
Lao_People's_Democratic_Republic,75+,median,LAO,0.001127,Eastern and Southern Asia
Latvia,75+,median,LVA,1.5099999999999998e-4,Europe
Lebanon,75+,median,LBN,2.55e-4,Asia-Europe
Lesotho,75+,median,LSO,0.001118,Africa
Liberia,75+,median,LBR,0.001137,Africa
Libya,75+,median,LBY,0.001109,Europe
Lithuania,75+,median,LTU,1.93e-4,Europe
Luxembourg,75+,median,LUX,4.56e-4,Europe
Madagascar,75+,median,MDG,0.001121,Africa
Malawi,75+,median,MWI,0.001118,Africa
Malaysia,75+,median,MYS,0.001119,Eastern and Southern Asia
Maldives,75+,median,MDV,7.120000000000001e-4,Eastern and Southern Asia
Mali,75+,median,MLI,0.001081,Africa
Malta,75+,median,MLT,8.359999999999999e-4,Europe
Mauritania,75+,median,MRT,0.001134,Africa
Mauritius,75+,median,MUS,6.44e-4,Africa
Mexico,75+,median,MEX,6.82e-4,Northern America
Micronesia_(Federated_States_of),75+,median,FSM,0.001377,NA
Mongolia,75+,median,MNG,1.67e-4,Eastern and Southern Asia
Montenegro,75+,median,MNE,1.8600000000000002e-4,Europe
Morocco,75+,median,MAR,6.46e-4,Europe
Mozambique,75+,median,MOZ,0.00113,Africa
Myanmar,75+,median,MMR,6.44e-4,Eastern and Southern Asia
Namibia,75+,median,NAM,0.0011409999999999999,Africa
Nepal,75+,median,NPL,0.001148,Eastern and Southern Asia
Netherlands,75+,median,NLD,9.12e-4,Europe
New_Zealand,75+,median,NZL,3.6700000000000003e-4,Oceania-Melanesia-Polynesia
Nicaragua,75+,median,NIC,6.44e-4,Northern America
Niger,75+,median,NER,0.0011279999999999999,Africa
Nigeria,75+,median,NGA,0.001139,Africa
Norway,75+,median,NOR,7.459999999999999e-4,Europe
Oman,75+,median,OMN,0.0010840000000000001,Asia-Europe
Pakistan,75+,median,PAK,2.52e-4,Asia-Europe
Panama,75+,median,PAN,6.39e-4,Southern America
Papua_New_Guinea,75+,median,PNG,0.001119,Eastern and Southern Asia
Paraguay,75+,median,PRY,0.00116,Southern America
Peru,75+,median,PER,0.0011229999999999999,Northern America
Philippines,75+,median,PHL,0.00225,Eastern and Southern Asia
Poland,75+,median,POL,4.5799999999999997e-4,Europe
Portugal,75+,median,PRT,9.2e-4,Europe
Qatar,75+,median,QAT,2.25e-4,Asia-Europe
Republic_of_Korea,75+,median,KOR,2.47e-4,Eastern and Southern Asia
Moldova,75+,median,MDA,1.3099999999999999e-4,Europe
Romania,75+,median,ROU,2.02e-4,Europe
Russia,75+,median,RUS,2.65e-4,Eastern and Southern Asia
Rwanda,75+,median,RWA,0.001114,Asia-Europe
Saint_Lucia,75+,median,LCA,5.45e-4,Southern America
Saint_Vincent_and_the_Grenadines,75+,median,VCT,8.640000000000001e-4,Southern America
Samoa,75+,median,WSM,0.001005,Oceania-Melanesia-Polynesia
Sao_Tome_and_Principe,75+,median,STP,0.001049,Africa
Saudi_Arabia,75+,median,SAU,0.001116,Asia-Europe
Senegal,75+,median,SEN,0.001119,Africa
Serbia,75+,median,SRB,1.7399999999999997e-4,Europe
Seychelles,75+,median,SYC,0.001289,NA
Sierra_Leone,75+,median,SLE,0.001119,Africa
Singapore,75+,median,SGP,0.0018859999999999999,Eastern and Southern Asia
Slovakia,75+,median,SVK,6.540000000000001e-4,Europe
Slovenia,75+,median,SVN,6.34e-4,Europe
Solomon_Islands,75+,median,SLB,0.001036,Oceania-Melanesia-Polynesia
Somalia,75+,median,SOM,0.001106,Africa
South_Africa,75+,median,ZAF,0.0012309999999999999,Africa
South_Sudan,75+,median,SSD,0.0011070000000000001,Africa
Spain,75+,median,ESP,5.45e-4,Europe
Sri_Lanka,75+,median,LKA,6.43e-4,Eastern and Southern Asia
Sudan,75+,median,SDN,0.0011309999999999998,Africa
Suriname,75+,median,SUR,6.320000000000001e-4,Southern America
Swaziland,75+,median,SWZ,0.001166,Africa
Sweden,75+,median,SWE,5.97e-4,Europe
Switzerland,75+,median,CHE,3.3200000000000005e-4,Europe
Syria,75+,median,SYR,6.41e-4,Asia-Europe
Taiwan,75+,median,TWN,3.31e-4,Eastern and Southern Asia
Tajikistan,75+,median,TJK,6.43e-4,Asia-Europe
Thailand,75+,median,THA,0.001117,Eastern and Southern Asia
Macedonia,75+,median,MKD,8.099999999999999e-5,Europe
Timor-Leste,75+,median,TLS,0.001165,Eastern and Southern Asia
Togo,75+,median,TGO,0.00113,Africa
Tonga,75+,median,TON,0.0011020000000000001,Oceania-Melanesia-Polynesia
Trinidad_and_Tobago,75+,median,TTO,6.35e-4,Southern America
Tunisia,75+,median,TUN,6.479999999999999e-4,Europe
Turkey,75+,median,TUR,4.08e-4,Asia-Europe
Turkmenistan,75+,median,TKM,2.43e-4,Asia-Europe
Uganda,75+,median,UGA,0.00112,Africa
Ukraine,75+,median,UKR,4.7000000000000004e-5,Europe
United_Arab_Emirates,75+,median,ARE,0.001144,Asia-Europe
United_Kingdom,75+,median,GBR,6.25e-4,Europe
Tanzania,75+,median,TZA,0.001133,Africa
United_States_of_America,75+,median,USA,4.93e-4,Northern America
Uruguay,75+,median,URY,0.001692,Southern America
Uzbekistan,75+,median,UZB,1.54e-4,Asia-Europe
Vanuatu,75+,median,VUT,0.001227,Oceania-Melanesia-Polynesia
Venezuela,75+,median,VEN,7.02e-4,Southern America
Vietnam,75+,median,VNM,6.360000000000001e-4,Eastern and Southern Asia
Yemen,75+,median,YEM,0.001126,Asia-Europe
Zambia,75+,median,ZMB,0.001138,Africa
Zimbabwe,75+,median,ZWE,0.001111,Africa
Afghanistan,75+,L95,AFG,8.900000000000001e-5,Asia-Europe
Albania,75+,L95,ALB,2.8e-5,Europe
Algeria,75+,L95,DZA,8.900000000000001e-5,Europe
Angola,75+,L95,AGO,1.83e-4,Africa
Antigua_and_Barbuda,75+,L95,ATG,0,NA
Argentina,75+,L95,ARG,0.001341,Southern America
Armenia,75+,L95,ARM,3.2999999999999996e-5,Asia-Europe
Australia,75+,L95,AUS,3.9e-5,Oceania-Melanesia-Polynesia
Austria,75+,L95,AUT,4.5e-4,Europe
Azerbaijan,75+,L95,AZE,2.9e-5,Asia-Europe
Bahamas,75+,L95,BHS,8.400000000000001e-5,Northern America
Bahrain,75+,L95,BHR,9.6e-5,Asia-Europe
Bangladesh,75+,L95,BGD,2.4e-5,Eastern and Southern Asia
Barbados,75+,L95,BRB,2.32e-4,Southern America
Belarus,75+,L95,BLR,5e-6,Europe
Belgium,75+,L95,BEL,1.14e-4,Europe
Belize,75+,L95,BLZ,2.13e-4,Northern America
Benin,75+,L95,BEN,1.9600000000000002e-4,Africa
Bhutan,75+,L95,BTN,6.900000000000001e-5,Eastern and Southern Asia
Bolivia,75+,L95,BOL,1.81e-4,Southern America
Bosnia_and_Herzegovina,75+,L95,BIH,2.2999999999999997e-5,Europe
Botswana,75+,L95,BWA,1.9600000000000002e-4,Africa
Brazil,75+,L95,BRA,1.4099999999999998e-4,Southern America
Brunei_Darussalam,75+,L95,BRN,1.6399999999999997e-4,Eastern and Southern Asia
Bulgaria,75+,L95,BGR,7.400000000000001e-5,Europe
Burkina_Faso,75+,L95,BFA,1.8600000000000002e-4,Africa
Burundi,75+,L95,BDI,1.8399999999999997e-4,Africa
Cambodia,75+,L95,KHM,1.8399999999999997e-4,Eastern and Southern Asia
Cameroon,75+,L95,CMR,1.87e-4,Africa
Canada,75+,L95,CAN,1.9e-4,Northern America
Cape_Verde,75+,L95,CPV,1.54e-4,Africa
Central_African_Republic,75+,L95,CAF,2.02e-4,Africa
Chad,75+,L95,TCD,1.85e-4,Africa
Chile,75+,L95,CHL,0.001088,Southern America
Hong_Kong,75+,L95,HKG,6.640000000000001e-4,Eastern and Southern Asia
China,75+,L95,CHN,4.5e-4,Eastern and Southern Asia
Colombia,75+,L95,COL,7.099999999999999e-5,Southern America
Comoros,75+,L95,COM,1.4900000000000002e-4,Africa
Congo,75+,L95,COG,1.82e-4,Africa
Costa_Rica,75+,L95,CRI,1.09e-4,Southern America
Côte_d'Ivoire,75+,L95,CIV,1.8800000000000002e-4,Africa
Croatia,75+,L95,HRV,5.2000000000000004e-5,Europe
Cuba,75+,L95,CUB,1.14e-4,Northern America
Cyprus,75+,L95,CYP,1.6e-5,Asia-Europe
Czech_Republic,75+,L95,CZE,1.43e-4,Europe
Democratic_People's_Republic_of_Korea,75+,L95,PRK,8.699999999999999e-5,Eastern and Southern Asia
Democratic_Republic_of_the_Congo,75+,L95,COD,1.91e-4,Africa
Denmark,75+,L95,DNK,2.3e-4,Europe
Djibouti,75+,L95,DJI,1.81e-4,Asia-Europe
Dominican_Republic,75+,L95,DOM,8.800000000000001e-5,Southern America
Ecuador,75+,L95,ECU,1.27e-4,Northern America
Egypt,75+,L95,EGY,9e-5,Asia-Europe
El_Salvador,75+,L95,SLV,1.81e-4,Southern America
Equatorial_Guinea,75+,L95,GNQ,2.4e-4,Africa
Eritrea,75+,L95,ERI,1.8e-4,Asia-Europe
Estonia,75+,L95,EST,4.9000000000000005e-5,Europe
Ethiopia,75+,L95,ETH,1.8600000000000002e-4,Africa
Fiji,75+,L95,FJI,1.44e-4,Oceania-Melanesia-Polynesia
Finland,75+,L95,FIN,2.5e-5,Europe
France,75+,L95,FRA,6.8e-5,Europe
Gabon,75+,L95,GAB,1.7800000000000002e-4,Africa
Gambia,75+,L95,GMB,1.55e-4,Africa
Georgia,75+,L95,GEO,2.4e-5,Asia-Europe
Germany,75+,L95,DEU,6.4e-5,Europe
Ghana,75+,L95,GHA,1.8800000000000002e-4,Africa
Greece,75+,L95,GRC,1e-4,Europe
Grenada,75+,L95,GRD,2.85e-4,NA
Guatemala,75+,L95,GTM,1.9800000000000002e-4,Northern America
Guinea,75+,L95,GIN,1.95e-4,Africa
